Date,Time,Headlines,Description,Company,Ticker,headlines_polarity,description_polarity,Final_sentiment,Open,Close,Adj Close
2022-04-22,10:40:00,"Jim Cramer breaks down shares of Netflix, Snap, Nvidia and more","CNBC's Jim Cramer and the 'Squawk on the Street' team discuss shares of Snap, Netflix, Lululemon and more following the opening bell on Friday.",Nvidia,NVDA,0.1722222222222222,0.25,1,203.02999877929688,195.1499938964844,194.9315643310547
2021-12-08,19:16:00,Cramer's lightning round: I like Enphase Energy over EVgo,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Enphase,ENPH,-0.2,-0.4125,1,224.9499969482422,225.6100006103516,225.6100006103516
2021-11-23,21:10:00,Cramer's lightning round: Only autonomous vehicle play I think about is Nvidia,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Nvidia,NVDA,0.0666666666666666,-0.4125,1,315.3500061035156,317.4599914550781,317.0118408203125
2021-10-27,19:48:00,Cramer's lightning round: Amphenol Corp. is a buy,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Amphenol,APH,-0.2,-0.4125,1,77.19999694824219,75.7699966430664,74.16107940673828
2021-10-18,19:15:00,Cramer's lightning round: I prefer Intuit over Mogo,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Intuit,INTU,-0.2,-0.4125,1,552.760009765625,564.5599975585938,557.074951171875
2021-10-11,20:04:00,"Jim Cramer says Lam Research may be a 'powerful, long-term American industrial investment'",Generic Mad Money Contemplate,Lam Research,LRCX,0.15,-0.3125,1,548.1300048828125,552.4400024414062,538.40380859375
2021-10-05,19:30:00,"Cramer says investors have a 'huge buying opportunity' in Microsoft, but be cautious with Facebook",Generic Mad Money Contemplate,Microsoft,MSFT,0.4000000000000001,-0.3125,1,284.04998779296875,288.760009765625,283.6216735839844
2021-09-27,20:19:00,"Cramer sees opportunity to buy 'best of breed' tech giants Apple, Amazon and Salesforce",Generic Mad Money Contemplate,Salesforce,CRM,1.0,-0.3125,1,282.44000244140625,279.67999267578125,279.67999267578125
2021-09-21,19:42:00,"Facebook's actions have cost all of us, says Salesforce's Benioff",Generic Mad Money Contemplate,Salesforce,CRM,0.0,-0.3125,1,259.4700012207031,257.9700012207031,257.9700012207031
2021-09-21,18:54:00,"Charts suggest IBM shares may be poised for a rally this fall, says Jim Cramer",Generic Mad Money Contemplate,IBM,IBM,0.0,-0.3125,0,129.1682586669922,127.12236785888672,113.8656234741211
2021-08-25,19:08:00,Salesforce's Marc Benioff says CEOs have been surprised by employees' desire to work remotely,Generic Mad Money Contemplate,Salesforce,CRM,0.0,-0.3125,1,260.8599853515625,260.8500061035156,260.8500061035156
2021-08-18,18:53:00,Cramer's lightning round: Skyworks Solutions is a buy,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Skyworks Solutions,SWKS,-0.2,-0.4125,1,177.57000732421875,175.25,167.73289489746094
2021-08-10,18:59:00,Cramer's lightning round: People will regret selling Skyworks Solutions,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Skyworks Solutions,SWKS,-0.2,-0.4125,1,186.38999938964844,184.82000732421875,176.35223388671875
2021-08-11,13:45:00,"Onsemi, formerly ON Semiconductor, now pledges to be net-zero by 2040, CEO says",Generic Mad Money Contemplate,ON Semiconductor,ON,0.0,-0.3125,1,44.310001373291016,44.790000915527344,44.790000915527344
2021-07-28,18:36:00,"Jim Cramer calls out the 'Jimmy Chill contrarians' who bet against Alphabet, AMD, and Boeing",Generic Mad Money Contemplate,AMD,AMD,0.0,-0.3125,1,93.44000244140624,97.93000030517578,97.93000030517578
2021-07-21,19:38:00,"Biden says what others are 'afraid to say' about tech, Salesforce's Marc Benioff says",Generic Mad Money Contemplate,Salesforce,CRM,-0.6,-0.3125,1,241.44000244140625,242.1100006103516,242.1100006103516
2021-07-06,18:48:00,"Cramer reviews Nvidia, Moderna, Equifax and other top-performing stocks of the second quarter",Generic Mad Money Contemplate,Nvidia,NVDA,-0.0625,-0.3125,1,207.375,206.9850006103516,206.6563415527344
2021-06-23,19:50:00,Cramer's lightning round: First Solar stock is going to move up,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",First Solar,FSLR,0.0249999999999999,-0.4125,1,78.69999694824219,80.19000244140625,80.19000244140625
2021-06-22,19:25:00,Cramer's lightning round: Qualcomm is a buy here,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Qualcomm,QCOM,-0.2,-0.4125,1,134.22000122070312,135.0800018310547,128.51129150390625
2021-06-16,19:27:00,"Cramer's lightning round: AMD is a buy 'right here, right now'","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",AMD,AMD,0.1238095238095238,-0.4125,1,80.75,80.11000061035156,80.11000061035156
2021-06-15,18:40:00,Akamai CEO says security is becoming a major growth driver for the content business,Generic Mad Money Contemplate,Akamai,AKAM,0.25625,-0.3125,1,118.6500015258789,118.18000030517578,118.18000030517578
2021-05-27,18:46:00,"Salesforce's signature Dreamforce conference to be held in person this year, Benioff says",Generic Mad Money Contemplate,Salesforce,CRM,0.0,-0.3125,1,229.5200042724609,225.8300018310547,225.8300018310547
2021-05-04,19:30:00,Cramer's lightning round: Applied Materials 'is the stock to watch',"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Applied Materials,AMAT,-0.2,-0.4125,1,129.99000549316406,128.72000122070312,125.98247528076172
2021-04-28,19:22:00,Salesforce CEO Marc Benioff encourages employees to get vaccinated,Generic Mad Money Contemplate,Salesforce,CRM,0.0,-0.3125,1,235.0,236.8800048828125,236.8800048828125
2021-04-27,18:58:00,Cramer's lightning round: 'I am a believer in Enphase Energy',"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Enphase,ENPH,-0.2,-0.4125,1,173.27000427246094,171.10000610351562,171.10000610351562
2021-04-12,19:54:00,Cramer's lightning round: Cisco is going higher,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Cisco,CSCO,0.0249999999999999,-0.4125,1,52.06999969482422,51.56999969482422,47.85430145263672
2021-04-12,18:50:00,Jim Cramer says Nvidia shares will 'end up looking cheap' next year as stock nears record high,Generic Mad Money Contemplate,Nvidia,NVDA,0.1866666666666666,-0.3125,2,142.8975067138672,152.08999633789062,151.813720703125
2021-02-25,19:48:00,Nvidia CEO confident in company's growth prospects even if Arm acquisition does not happen,Generic Mad Money Contemplate,Nvidia,NVDA,0.5,-0.3125,2,140.4550018310547,133.0749969482422,132.7874298095703
2021-02-22,19:54:00,ON Semiconductor CEO expects auto chip backlog to end by third quarter,Generic Mad Money Contemplate,ON Semiconductor,ON,0.0,-0.3125,0,41.63999938964844,40.43999862670898,40.43999862670898
2021-02-08,19:28:00,Cramer's lightning round: Buy AMD,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",AMD,AMD,-0.2,-0.4125,1,88.30999755859375,91.47000122070312,91.47000122070312
2021-01-22,19:06:00,Cramer's lightning round: Nvidia is the chipmaker to own,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Nvidia,NVDA,0.1999999999999999,-0.4125,1,137.39999389648438,137.125,136.8286590576172
2021-01-14,20:08:00,Cramer's lightning round: Salesforce is near attractive buying levels,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Salesforce,CRM,0.2333333333333333,-0.4125,2,218.22999572753903,215.6000061035156,215.6000061035156
2021-01-13,19:25:00,"Cramer's lightning round: Cisco is a buy, not a sell","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Cisco,CSCO,-0.2,-0.4125,1,45.290000915527344,45.36000061035156,41.79212951660156
2021-01-08,20:14:00,"Micron Technology is in the 'sweet spot' of digital transformation, CEO says",Generic Mad Money Contemplate,Micron Technology,MU,0.175,-0.3125,1,82.54000091552734,77.41999816894531,76.211669921875
2021-01-07,19:15:00,Cramer's lightning round: Autodesk is one of the best-run companies,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Autodesk,ADSK,-0.2,-0.4125,1,305.45001220703125,315.20001220703125,315.20001220703125
2020-12-21,19:42:00,Cramer's lightning round: On Semiconductor 'finally got its mojo',"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",ON Semiconductor,ON,-0.1,-0.4125,1,31.13999938964844,31.57999992370605,31.57999992370605
2020-12-17,18:53:00,"Jim Cramer says Accenture, Lennar earnings are why it's tough to be bearish",Generic Mad Money Contemplate,Accenture,ACN,-0.3888888888888889,-0.3125,0,263.7799987792969,264.4700012207031,253.6942596435547
2020-12-11,19:04:00,Cramer's lightning round: Hold onto Nvidia,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Nvidia,NVDA,-0.2,-0.4125,1,129.67250061035156,130.13250732421875,129.85130310058594
2020-12-08,13:19:00,ServiceNow CEO says digital transformation is the 'opportunity of this generation',Generic Mad Money Contemplate,ServiceNow,NOW,0.0,-0.3125,1,536.7899780273438,542.25,542.25
2020-12-03,18:57:00,"Salesforce could more than double its valuation after $27.7 billion deal for Slack, Jim Cramer says",Generic Mad Money Contemplate,Salesforce,CRM,0.25,-0.3125,2,226.1100006103516,220.97000122070312,220.97000122070312
2020-12-01,18:46:00,Salesforce's Marc Benioff on goal to double revenue — 'Slack changes everything',Generic Mad Money Contemplate,Salesforce,CRM,0.0,-0.3125,2,245.0,241.3500061035156,241.3500061035156
2020-11-20,20:14:00,"Zebra Technologies plays critical role in vaccine distribution, CEO says",Generic Mad Money Contemplate,Zebra Technologies,ZBRA,0.0,-0.3125,1,363.4200134277344,354.989990234375,354.989990234375
2020-11-18,19:04:00,Cramer's lightning round: I love Texas Instruments,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Texas Instruments,TXN,0.15,-0.4125,1,155.74000549316406,153.5500030517578,141.45677185058594
2020-11-16,20:19:00,"New acquisition provides security from hackers' view, Palo Alto Networks CEO says",Generic Mad Money Contemplate,Palo Alto Networks,PANW,0.1363636363636363,-0.3125,1,89.89666748046875,92.83333587646484,92.83333587646484
2020-11-12,19:23:00,Cramer's lightning round: Start a position in Salesforce,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Salesforce,CRM,-0.2,-0.4125,1,247.3999938964844,249.4199981689453,249.4199981689453
2020-11-09,18:58:00,Cramer's lightning round: Don't bet against Palo Alto Networks,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Palo Alto Networks,PANW,-0.2,-0.4125,1,84.39666748046875,84.0433349609375,84.0433349609375
2020-10-27,19:45:00,Cramer reacts to AMD-Xilinx tie-up: 'I think the stock's a steal',"""Lisa Su's trying to build a semiconductor titan with aspirations well beyond the PC, gaming and the datacenter,"" the ""Mad Money"" host said.",AMD,AMD,0.0,-0.625,1,82.0,78.87999725341797,78.87999725341797
2020-09-30,20:30:00,Salesforce expands Work.com applications to manage vaccine distribution programs,"""We are in a situation right now ... where vaccinations are one of the most important things we can do for public health,"" Salesforce CEO Marc Benioff said.",Salesforce,CRM,0.0,0.2964285714285714,1,246.6499938964844,251.32000732421875,251.32000732421875
2020-09-24,20:12:00,"Jim Cramer says Nvidia is a buy here, cites 'unstoppable' potential of Arm acquisition","""Look, the stock was at $486 before the Arm news, and it's only at $494 now. I like that risk-reward,"" CNBC's Jim Cramer said.",Nvidia,NVDA,0.0,0.0,1,120.72250366210938,123.4800033569336,123.17676544189452
2020-09-21,20:17:00,"Apple, Microsoft, Amazon and Alphabet are buys at these levels, Jim Cramer says","After a September sell-off, ""Mad Money"" host Jim Cramer says the technology giants have reached attractive valuations. ",Microsoft,MSFT,0.0,0.0875,1,197.19000244140625,202.5399932861328,197.1270751953125
2020-09-09,19:46:00,"Qorvo's guidance boost helped tech stocks roar higher, Jim Cramer says","""I expect the Apple bulls to resurface, the Zoom acolytes to speak up and the semiconductor analysts to raise numbers ... thanks to Qorvo,"" Cramer said.",Qorvo,QRVO,0.25,0.2,2,123.95999908447266,122.70999908447266,122.70999908447266
2020-08-26,21:33:00,TurboTax-parent Intuit posts 83% quarterly revenue growth as more people file taxes from home,"Intuit posted strong results after seeing a ""very unique tax season,"" CEO Sasan Goodarzi said.",Intuit,INTU,0.5,0.4604166666666667,2,356.8599853515625,342.3399963378906,335.3644714355469
2020-08-25,20:12:00,Salesforce's Marc Benioff claims a 'victory for stakeholder capitalism',"""This is a moment when we need to be thinking not just about how to serve all of our customers, but also how to take care of our communities because they are in so much pain,"" Benioff said.",Salesforce,CRM,0.0,0.2,1,213.22000122070312,216.0500030517578,216.0500030517578
2020-08-20,20:00:00,Jim Cramer recommends Nvidia on the next dip: 'You need to buy',"""If you don't own it already, be prepared for the next dip. The next time Nvidia comes down, you need to buy,"" the ""Mad Money"" host said.",Nvidia,NVDA,0.0,-0.0361111111111111,1,119.75,121.41000366210938,121.0756378173828
2020-08-19,20:13:00,"'Semiconductors and software are really the future of cars,' Analog Devices CEO says","Autos is a ""great opportunity"" and ""great intersection between the technologies we have and the needs of the car companies,"" Analog Devices CEO Vincent Roche said.",Analog Devices,ADI,0.1,0.8,1,118.5,118.1500015258789,111.37760162353516
2020-07-28,19:29:00,Cramer's lightning round: Hold on to Intel,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Intel,INTC,-0.2,-0.4125,1,49.47999954223633,49.2400016784668,44.4825325012207
2020-07-27,19:14:00,Cramer's lightning round: I don't have a reason to buy Intel,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Intel,INTC,-0.2,-0.4125,1,51.02999877929688,49.56999969482422,44.7806510925293
2020-07-17,19:33:00,Cramer's lightning round: I would own Teradyne,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Teradyne,TER,0.1999999999999999,-0.4125,1,86.2699966430664,86.41999816894531,85.33245849609375
2020-07-13,21:05:00,Salesforce's Marc Benioff: Face masks can end the U.S. coronavirus crisis within weeks,"Salesforce CEO Marc Benioff told CNBC's Jim Cramer that face masks can stop the coronavirus crisis in the U.S. in ""just three weeks."" The two are sponsoring a mask design challenge.",Salesforce,CRM,0.0,0.0,1,200.0,188.33999633789065,188.33999633789065
2020-06-25,19:36:00,Marc Benioff says 35 states are now using Salesforce's contact tracing technology for coronavirus,"""This is a time where every company needs to reassess its relevance to maintain its market share and innovation,"" Salesforce CEO Marc Benioff said in a ""Mad Money"" interview.",Salesforce,CRM,0.0,-0.625,1,186.13999938964844,188.33999633789065,188.33999633789065
2020-06-03,20:21:00,Cramer's lightning round: Microsoft fits the pattern of what this market wants,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Microsoft,MSFT,0.0,-0.4125,1,184.82000732421875,185.3600006103516,179.97117614746094
2020-05-29,18:59:00,"Salesforce and Costco are flashing buy signals to investors, Jim Cramer says","The ""Mad Money"" host said ""history tells me that you've gotta buy them when they're weak.""",Salesforce,CRM,0.0,-0.5,1,174.3000030517578,174.7899932861328,174.7899932861328
2020-05-28,18:51:00,Marc Benioff: Salesforce's deal with AT&T is one of the 'largest transactions we've ever done',"""This is a transformational opportunity for AT&T wireless,"" Salesforce CEO Marc Benioff told CNBC's Jim Cramer.",Salesforce,CRM,0.0,0.0,1,180.0,181.1000061035156,181.1000061035156
2020-05-14,21:28:00,Cisco CEO Chuck Robbins: The future post-pandemic workplace will be based on a 'hybrid model',"Cisco Systems CEO Chuck Robbins said the coronavirus pandemic will ""change things like how we think about talent in the future.""",Cisco,CSCO,0.0,0.0,1,43.43000030517578,43.84999847412109,39.39925003051758
2020-05-04,20:28:00,'She had the vision' — Salesforce's Benioff cites Rhode Island governor for contact tracing tools,Salesforce's Benioff said it was the Rhode Island governor's idea to pair contact tracing with coronavirus testing as Salesforce sought to launch Work.com.,Salesforce,CRM,0.0,0.0,1,155.5800018310547,161.47000122070312,161.47000122070312
2020-04-29,18:48:00,"Jim Cramer reacts to AMD, Starbucks, Boeing, GE and Alphabet earnings reports","The ""Mad Money"" host offered his thoughts on each companies' latest quarterly results and recommended multiple stocks for buys.",AMD,AMD,0.0,-0.0416666666666666,1,54.52999877929688,53.65999984741211,53.65999984741211
2020-04-27,21:07:00,Nvidia completes 'homerun deal' after closing $7 billion acquisition of Mellanox,"""Man, I've been dreaming about this,"" Nvidia CEO Jensen Huang told CNBC's Jim Cramer.",Nvidia,NVDA,0.0,0.0,1,73.74749755859375,74.2699966430664,74.03166198730469
2020-04-08,20:13:00,Salesforce is working to bring another load of medical gear to the US this week,"""This is a moment where business has to be the greatest platform for change,"" Salesforce CEO Marc Benioff said after donating medical gear to New York.",Salesforce,CRM,0.0,0.3787878787878787,1,146.3000030517578,151.1199951171875,151.1199951171875
2020-03-30,19:16:00,"Microsoft 'might be the best tech stock in this market,' Jim Cramer says","Demand for cloud computing services has spiked during the coronavirus outbreak and Microsoft has been a ""huge beneficiary from the lockdowns,"" the ""Mad Money"" host said.",Microsoft,MSFT,1.0,-0.1124999999999999,2,152.44000244140625,160.22999572753906,155.1396942138672
2020-03-24,21:09:00,"Coronavirus 'supply shock' caused a delay in 5G rollout and guidance haircut, Skyworks Solutions CEO says","The 5G rollout is experiencing a ""pause"" and demand for the technologies will return and be met by 2021, Skyworks Solutions CEO Liam Griffin said.",Skyworks Solutions,SWKS,0.0,0.0,1,79.69000244140625,87.29000091552734,81.91756439208984
2020-02-25,19:20:00,"Intel, Caterpillar charts show Wall Street may have 'a lot more downside,' Jim Cramer says",CNBC's Jim Cramer warns of ominous signs in the stock trajectories of Caterpillar and Intel for the broader market.,Intel,INTC,0.5,0.0,1,61.9900016784668,59.72999954223633,53.65591812133789
2020-02-24,19:10:00,Cramer's lightning round: IBM is going heavily into the cloud,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",IBM,IBM,-0.2,-0.4125,1,139.11090087890625,139.9904327392578,116.1501007080078
2020-02-19,18:59:00,Cramer's lightning round: Lam Research 'had an unbelievable run',"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Lam Research,LRCX,-0.225,-0.4125,1,331.17999267578125,333.8500061035156,317.8915405273437
2020-01-27,19:16:00,"Everything Jim Cramer said on 'Mad Money,' including bond market, Adobe vs. Salesforce, sell-off buys",CNBC's Jim Cramer warns that the bond market could have a negative impact on the banking sector. He gives a list of stocks worth buying off the coronavirus-induced market sell-off.,Salesforce,CRM,-0.625,0.0,1,178.77000427246094,180.7100067138672,180.7100067138672
2020-01-23,18:55:00,Cramer's lightning round: Cisco Systems is a 'show-me situation',"""Mad Money"" host Jim Cramer gives his thoughts about callers' favorite stock picks of the day.",Cisco,CSCO,-0.2,-0.0625,1,49.0,49.0,43.61302947998047
2020-01-21,19:23:00,"Everything Jim Cramer said on 'Mad Money,' including Microsoft sustainability, GW Pharma CBD sales",CNBC's Jim Cramer broke down why capitalism is becoming more eco-friendly and sat down with the CEOs of Microsoft and GW Pharma.,Microsoft,MSFT,-0.625,0.1597222222222222,1,166.67999267578125,166.5,160.7713623046875
2020-01-16,18:46:00,Capitalism is 'in jeopardy' if business does not act on climate change: Microsoft CEO Satya Nadella,"""Profitable is the key word, but problems is the other key word for people and planet,"" Microsoft CEO Satya Nadella told ""Mad Money"" host Jim Cramer.",Microsoft,MSFT,0.0,-0.1875,1,164.35000610351562,166.1699981689453,160.45272827148438
2020-01-13,18:56:00,Cramer's lightning round: IBM's downgrade makes no sense,"""Mad Money"" host Jim Cramer made buy and sell calls on shares of First Horizon, IBM and more stocks in Monday's lightning round.",IBM,IBM,-0.2,-0.01875,1,129.52198791503906,130.5927276611328,107.23307800292967
2019-12-20,19:03:00,"Cramer's lightning round: Microsoft is making hard to own Dropbox, Slack","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Microsoft,MSFT,0.036111111111111,-0.4125,1,157.35000610351562,157.41000366210938,151.9940948486328
2019-12-18,18:58:00,Cramer's lightning round: Microsoft CEO Satya Nadella is 'doing such an amazing job',"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Microsoft,MSFT,0.1333333333333333,-0.4125,1,154.3000030517578,154.3699951171875,149.0587158203125
2019-12-17,18:34:00,"Shopify, Nvidia and PayPal shares all have 'more room to run,' Jim Cramer says","The ""Mad Money"" host goes off the charts to explain why investors may want to buy Shopify, Nvidia or PayPal on any weakness.",Nvidia,NVDA,0.5,-0.625,1,56.47499847412109,57.0724983215332,56.85534286499024
2019-12-05,19:42:00,"Everything Jim Cramer said on 'Mad Money,' including China trade fears, Salesforce co-CEO","CNBC's Jim Cramer says China is a ""much smaller issue than most people seem to realize,"" chats with Salesforce co-CEO Keith Block after the cloud company's earnings and offers stock buying advice to callers.",Salesforce,CRM,-0.625,0.1999999999999999,1,155.74000549316406,158.22000122070312,158.22000122070312
2019-12-03,18:35:00,Salesforce co-CEO Keith Block downplays profit forecastguidance cut: 'Business looks strong',"""We had a great quarter. We have a lot of success,"" Salesforce co-CEO Keith Block tells Jim Cramer.",Salesforce,CRM,0.4333333333333333,0.55,1,156.9600067138672,161.57000732421875,161.57000732421875
2019-11-19,19:53:00,"Everything Jim Cramer said on 'Mad Money,' including trade hits to tech stocks, Salesforce CEO interview","CNBC's Jim Cramer advises investors not to give up software-as-a-service plays, despite boiling trade tensions. The ""Mad Money"" host sits down for interviews with executives of Salesforce, Square and RH.",Salesforce,CRM,-0.625,-0.3902777777777778,1,163.63999938964844,163.9600067138672,163.9600067138672
2019-11-14,20:19:00,"Everything Jim Cramer said on 'Mad Money,' including Cisco's quarter, Viacom CEO, trade war divides","CNBC's Jim Cramer breaks down how Cisco's stock woes reflect other tech stocks, sits down with Viacom CEO Bob Bakish to talk streaming and the merger with CBS, and explains why the U.S.-China trade war could be at risk of dragging for years.",Cisco,CSCO,-0.625,-0.1453703703703703,0,45.560001373291016,44.90999984741211,39.68096160888672
2019-11-08,18:53:00,Cramer's lightning round: Microsoft is on its way to $150,Jim Cramer takes stock questions from and gives his thoughts to military members at the U.S. Airforce Academy in Colorado in a special version of the lightning round.,Microsoft,MSFT,-0.2,0.019047619047619,1,143.97999572753906,145.9600067138672,140.4601593017578
2019-11-07,18:47:00,"Qorvo's strong quarter 'breathed new life' into chipmakers, 5G plays, Jim Cramer says","""After selling off over the summer, these 5G stocks they're back and they're better than ever,"" Jim Cramer said Thursday on ""Mad Money.""",Qorvo,QRVO,0.2848484848484848,-0.0416666666666666,1,102.0,101.30999755859376,101.30999755859376
2019-10-29,18:55:00,Zebra Technologies CEO: We're moving more supply chains out of China as new tariffs loom,"""They're going into existing facilities, so we think the start-up issue should be minimal,"" CEO Anders Gustafsson says.",Zebra Technologies,ZBRA,0.3181818181818182,-0.1,2,223.2100067138672,237.63999938964844,237.63999938964844
2019-10-29,11:06:00,"Everything Jim Cramer said on 'Mad Money,' including S&P 500 highs, Microsoft JEDI contract, consumer","CNBC's Jim Cramer breaks down what's driving the market toward all-time highs, explains what the $10 billion JEDI contract means for Microsoft's cloud services and lays out the signs of the strong consumer economy.",Microsoft,MSFT,-0.625,0.1388888888888888,0,144.0800018310547,142.8300018310547,137.4480438232422
2019-10-28,19:13:00,"JEDI contract means a lot more for Microsoft than for Amazon, Jim Cramer says","""The Pentagon's basically saying that Microsoft's cloud platform is just as good as Amazon's, or at least close enough for government work,"" Jim Cramer says.",Microsoft,MSFT,0.5,0.1333333333333333,1,144.39999389648438,144.19000244140625,138.75682067871094
